LAMMPS data file via write_data, version 2 Aug 2023, timestep = 20000, units = lj

23359 atoms
1 atom types

-200 200 xlo xhi
-200 200 ylo yhi
-1 1 zlo zhi

Masses

1 1

Pair Coeffs # lj/cut

1 1 1

Atoms # atomic

22835 1 -199.52400667971736 198.72171794794338 0 0 0 0
14249 1 -193.8945654056925 -199.3039895111861 0 0 1 0
9737 1 -189.27238173929126 -199.5976683624718 0 0 1 0
527 1 -170.65790615840294 -199.59268056406245 0 0 0 0
2772 1 -170.7785926756228 199.2344537075188 0 0 0 0
12685 1 -153.8197672382979 -197.8043994252179 0 0 0 0
5742 1 -153.59150450548708 -199.4906921044916 0 0 1 0
11804 1 -150.3123031091582 -196.22950868261375 0 0 1 0
17828 1 -149.61969816280907 199.19795469812723 0 0 -1 0
11659 1 -148.64282360864118 -197.4451890514881 0 0 1 0
560 1 -147.05294877725925 199.91502361127812 0 0 -1 0
22510 1 -143.73585800853013 -198.13430692863182 0 0 1 0
3958 1 -142.00280060078677 -198.38842111395394 0 0 0 0
6724 1 -139.12331000916905 -199.6737019829059 0 0 1 0
4735 1 -136.44310739306496 198.76297083971133 0 0 -1 0
5694 1 -138.04796312724417 199.800989156433 0 0 0 0
14250 1 -133.86503652617716 199.88759966434867 0 0 -1 0
20595 1 -134.38237383039248 -198.89928273792992 0 0 0 0
8098 1 -122.61589795604614 198.48204764820744 0 0 -1 0
8554 1 -115.18821320804459 198.80191239628022 0 0 0 0
2507 1 -112.77337741585386 -198.79818383523352 0 0 1 0
19540 1 -108.92668525034023 198.9729422091104 0 0 -1 0
6520 1 -104.6629026793603 -198.03007699479664 0 0 0 0
15320 1 -99.61661768482139 -199.08631616086447 0 0 0 0
22328 1 -97.60770817863208 -198.89828850948595 0 0 0 0
4085 1 -87.14287654099273 -199.6602620275403 0 0 1 0
20434 1 -77.53713481635398 -199.14238867879706 0 0 0 0
12346 1 -67.49142769700494 -198.68708830645627 0 0 0 0
3151 1 -62.205289820610105 199.29103243963965 0 0 0 0
16103 1 -59.3986877051955 -199.39424089499886 0 0 1 0
15117 1 -46.167459885065945 198.02729655465146 0 0 0 0
12043 1 -42.530975420373366 -198.41961721114393 0 0 1 0
19495 1 -41.290939384603 -198.44114732115807 0 0 1 0
5480 1 -18.44633877940926 -198.81633532048403 0 0 0 0
21816 1 -9.222453859787008 -199.8025206923385 0 0 0 0
18623 1 -8.113378047731805 -199.52328446142994 0 0 1 0
12223 1 -4.633309238870114 -197.71535370932457 0 0 1 0
13261 1 -0.1216965860395113 198.84061607997089 0 0 -1 0
20415 1 1.738181611833261 -198.63497388933934 0 0 0 0
15232 1 10.113144545457475 199.63616108871219 0 0 0 0
1517 1 11.741415441268787 -199.63167953872588 0 0 1 0
2771 1 12.784872248177138 199.8467528523664 0 0 0 0
5615 1 15.70746372141101 -199.92831881573616 0 0 0 0
15387 1 20.990454871899605 199.0978873665792 0 0 0 0
1582 1 24.54065699222906 -199.154117732326 0 0 0 0
3757 1 24.975952904262655 -198.16912724334293 0 0 1 0
3229 1 28.306783618377764 -199.59243031704682 0 0 1 0
14654 1 38.347404825074285 -199.08246470447767 0 0 0 0
12185 1 40.091776338700186 -198.16890160241002 0 0 1 0
12173 1 40.5223830966121 199.77081518947654 0 0 0 0
11499 1 46.49849156259784 -199.53757505494582 0 0 0 0
9796 1 54.05915206150814 -199.83737291064438 0 0 0 0
15227 1 57.60447972536307 199.2215448251104 0 0 -1 0
2388 1 63.864526560516275 -199.36338642870678 0 0 0 0
22758 1 66.90678918524556 -197.91182763580767 0 0 0 0
15874 1 71.1213727419601 -199.24841995107823 0 0 0 0
10568 1 74.56297198869959 -198.77010729833123 0 0 1 0
580 1 75.70413704232938 -198.82543948227794 0 0 0 0
7634 1 81.3808739967985 -199.76621331486413 0 0 0 0
23010 1 86.93223322054193 -198.9955755145862 0 0 0 0
4936 1 93.96567000630886 -198.102787044643 0 0 0 0
19679 1 94.46459945368588 -199.24371172423437 0 0 1 0
5055 1 101.42941533426828 -199.0708861690353 0 0 1 0
16332 1 104.19694660701327 -199.1894922243969 0 0 0 0
23108 1 108.37793953929355 199.91048863269637 0 0 0 0
10680 1 119.69019538005062 -199.08508646670907 0 0 1 0
9639 1 120.94437469247123 -199.94775323761007 0 0 0 0
23113 1 130.11538710880143 -198.9523886437524 0 0 1 0
1805 1 132.4371162566797 199.98987145783352 0 0 0 0
157 1 138.85565290070014 -198.41129363358772 0 0 0 0
19045 1 140.2118558776167 -199.42549418772543 0 0 1 0
10204 1 153.44584729984675 198.7310419104846 0 0 -1 0
19963 1 153.6566028485611 -199.58120968312343 0 0 1 0
2660 1 155.58439062515174 -199.3790711301071 0 0 0 0
14934 1 160.81821137986338 199.4079590187511 0 0 0 0
6721 1 166.60673548704375 -198.4471241054818 0 0 0 0
5073 1 168.15130086352065 -199.01152536137477 0 0 1 0
7380 1 168.33553879420052 199.36753878519156 0 0 -1 0
16993 1 178.92333353826405 -199.81552489394656 0 0 0 0
7368 1 183.8824494932872 -199.84451624013326 0 0 0 0
16131 1 186.89170477955085 -197.462846451992 0 0 1 0
19441 1 197.081628664682 -198.75944986091582 0 0 0 0
7843 1 198.27994040564712 -198.68203172524605 0 0 0 0
7182 1 -199.48362818141237 -199.80077639610855 0 1 1 0
9749 1 -193.17747190405905 -198.09927216834717 0 0 0 0
5175 1 -183.8344912006948 -198.16645915506922 0 0 0 0
13502 1 -177.248114289977 -196.88835152513656 0 0 0 0
18765 1 -165.15411608219745 -197.0526952248602 0 0 0 0
9597 1 -163.98730113130796 -196.7723673668849 0 0 1 0
15502 1 -162.07168819322018 -198.45098186704666 0 0 0 0
18063 1 -159.6670426240732 -197.4250952444038 0 0 0 0
17559 1 -157.94192924881455 -196.07377025878745 0 0 0 0
1811 1 -156.35209621858988 -196.56271990265472 0 0 1 0
